CarID,ModelID,Engine_Size,Fuel_Type,Year_of_Manufacturing,Mileage,Price,DealerName
C29072,10,1.8,Hybrid,2008,114927,12227,Hancock PLC
C29074,5,2.0,Petrol,2016,24777,32131,Schroeder and Sons
C29075,14,1.8,Diesel,2017,21844,36407,Anderson-Rivas
C29077,15,1.2,Petrol,2014,81478,10792,Day LLC
C29082,10,1.4,Hybrid,1993,221460,1623,Macdonald Inc
C29083,14,1.8,Diesel,2009,53950,17653,Turner-Walton
C29084,13,1.8,Hybrid,2009,91690,12552,"Brooks, Thomas and Davis"
C29086,5,1.4,Petrol,2002,119029,5623,"Bailey, Grant and Carter"
C29089,14,1.4,Diesel,2014,60836,20791,Gonzales-Morales
C29090,5,1.0,Petrol,1998,186024,2102,Peterson-Ewing
C29094,5,1.0,Petrol,2005,149152,4572,"Black, Black and Bishop"
C29095,1,4.0,Petrol,1988,259952,2206,Johnson and Sons
C29096,6,1.6,Diesel,2016,29530,29105,Day LLC
C29103,15,1.4,Petrol,2007,103952,6223,Schroeder and Sons
C29104,12,1.4,Hybrid,2005,169013,4396,Brewer-Sosa
C29105,12,1.2,Petrol,1994,197580,1273,Schroeder and Sons
C29106,11,2.4,Hybrid,2007,90226,18619,Johnson and Sons
C29107,4,1.0,Petrol,1993,143731,1480,Nelson-Miller
C29110,9,4.0,Petrol,2013,52350,49894,"Wagner, Cobb and Jenkins"
C29112,7,2.0,Petrol,1993,131277,4476,Nelson-Miller
C29113,2,3.0,Petrol,2005,83620,15106,"Proctor, Villarreal and Hurley"
C29116,14,1.6,Diesel,2005,136087,7064,Aguilar LLC
C29117,13,1.2,Petrol,2005,132550,4808,Villa and Sons
C29118,5,1.0,Petrol,2019,32363,26574,Cruz-Castro
C29122,5,1.6,Diesel,2010,76488,14654,Brown Inc
C29124,6,2.0,Hybrid,2001,82273,9784,Richard-George
C29129,14,1.6,Diesel,2001,169980,4095,Cruz-Castro
C29131,9,4.0,Diesel,1992,171904,5278,Day LLC
C29132,6,1.6,Diesel,2002,150403,4876,Gonzales-Morales
C29133,6,2.0,Diesel,2013,75845,19915,Warner-Payne
C29138,14,1.4,Diesel,1998,111260,5022,Smith-Houston
C29142,4,1.2,Petrol,1992,168311,1238,"Wagner, Cobb and Jenkins"
C29150,3,2.2,Petrol,1999,184297,3734,Miller-Hoover
C29157,2,2.4,Petrol,2018,21969,47342,Day LLC
C29160,6,1.6,Diesel,2014,57825,21450,Brown Group
C29168,4,1.2,Petrol,2006,117826,4731,Johnson-Wilkinson
C29171,10,1.4,Hybrid,1996,198810,2425,"Black, Black and Bishop"
C29175,8,2.6,Petrol,2013,78209,50558,Schroeder and Sons
C29181,11,2.0,Hybrid,2021,16943,68560,Guzman-Logan
C29183,10,1.8,Hybrid,1991,136219,3335,Macdonald Inc
C29186,13,1.2,Petrol,2012,39719,14683,"Bailey, Grant and Carter"
C29187,4,1.0,Petrol,2014,57433,11269,Turner-Walton
C29189,14,2.0,Diesel,1994,112244,4564,Little-Mcconnell
C29194,13,2.0,Petrol,1994,220391,1411,"Bailey, Grant and Carter"
C29195,11,2.2,Hybrid,2000,223595,3740,Sandoval Group
C29206,8,2.6,Petrol,2004,58077,31714,"Kramer, Alvarez and Davis"
C29207,6,2.0,Diesel,2018,28940,37307,"Kramer, Alvarez and Davis"
C29208,4,1.2,Petrol,2002,131361,3262,Brown Group
C29209,13,1.4,Diesel,2011,12111,18205,Aguilar LLC
C29212,11,2.2,Hybrid,1986,192728,1935,Sandoval Group
C29213,9,3.0,Petrol,2012,85198,32489,Carr-Shaw
C29214,13,1.8,Petrol,1988,141977,1758,Mclean-Miller
C29215,15,1.4,Petrol,1988,230852,606,"Proctor, Villarreal and Hurley"
C29217,11,1.8,Petrol,1987,282599,686,Richard-George
C29222,10,1.0,Hybrid,1997,134037,3774,Brown Inc
C29224,13,2.0,Petrol,1991,175131,1719,"Brooks, Thomas and Davis"
C29226,2,3.0,Diesel,1999,227587,3275,Mclean-Miller
C29227,3,2.0,Petrol,2000,129137,6002,Richard-George
C29229,15,1.4,Petrol,1997,103929,3195,"Brooks, Thomas and Davis"
C29236,1,4.0,Petrol,2000,97788,19403,Peterson-Ewing
C29238,15,2.0,Petrol,2004,122681,5285,Day LLC
C29240,14,1.6,Diesel,2018,26407,35765,Collins and Sons
C29243,14,1.6,Diesel,1989,137918,2395,Ingram-Mitchell
C29245,13,1.8,Petrol,2009,56621,13263,Villa and Sons
C29247,6,1.4,Diesel,1992,232489,1147,Johnson-Wilkinson
C29248,13,2.0,Petrol,2009,96087,10683,Collins and Sons
C29250,6,1.4,Diesel,2005,111362,7575,Peterson-Ewing
C29254,14,2.0,Petrol,2011,101672,14606,Carr-Shaw
C29255,5,2.0,Petrol,1987,318219,422,"Walker, Baxter and Daniel"
C29265,13,1.4,Petrol,2001,137119,3835,Johnson-Wilkinson
C29267,13,1.4,Petrol,1992,225638,985,Perez Group
C29274,11,2.0,Petrol,2015,38763,33825,"Simmons, Fields and Wolf"
C29275,15,1.2,Petrol,2016,56399,14572,Collins and Sons
C29277,10,1.0,Hybrid,1994,179881,2114,"Kramer, Alvarez and Davis"
C29279,15,1.6,Petrol,2006,66313,8101,Hancock PLC
C29280,14,2.0,Diesel,2017,54907,31527,Villa and Sons
C29283,13,2.0,Petrol,2017,47438,25244,Smith Ltd
C29286,10,1.0,Hybrid,1995,79667,4947,Mclean-Miller
C29289,7,2.0,Petrol,1988,223101,1467,"Wagner, Cobb and Jenkins"
C29292,5,1.4,Petrol,2011,102231,11625,Turner-Walton
C29293,12,1.2,Hybrid,2006,93893,7852,Ingram-Mitchell
C29298,9,3.0,Diesel,2018,28842,72911,Sandoval Group
C29304,5,1.4,Diesel,2004,66319,9837,"Brooks, Thomas and Davis"
C29307,5,1.8,Petrol,2014,54487,22337,Smith-Houston
C29308,10,1.8,Hybrid,1987,241081,1031,Ingram-Mitchell
C29309,5,1.4,Diesel,1995,232035,1420,"Perez, Gordon and Thomas"
C29312,5,1.6,Hybrid,2019,13127,44895,"Carlson, Whitaker and Barrett"
C29317,5,2.0,Diesel,1996,150415,3688,"Wagner, Cobb and Jenkins"
C29322,6,1.8,Diesel,2010,55491,17687,Adams-Kelly
C29331,12,1.2,Hybrid,2001,152740,3570,Allen-Jones
C29336,2,3.0,Petrol,2015,34872,40260,Brewer-Sosa
C29338,15,1.4,Petrol,1993,128023,2037,Aguilar LLC
C29339,5,1.6,Petrol,2009,99274,11115,Smith LLC
C29340,1,5.0,Petrol,2004,77111,32771,Johnson and Sons
C29348,8,3.5,Petrol,2016,50491,85917,Collins and Sons
C29353,5,2.0,Petrol,2004,145931,6210,Lucas PLC
C29354,14,1.8,Diesel,1990,275358,808,Hancock PLC
C29357,6,2.0,Hybrid,2016,44951,33944,"Perez, Gordon and Thomas"
C29361,13,1.8,Petrol,2020,18405,34630,Johnson and Sons
C29364,12,1.0,Petrol,2013,8160,16251,Turner-Walton
C29365,13,1.6,Diesel,2013,79270,14750,Anderson-Rivas
C29367,14,1.8,Diesel,2008,85679,13362,Anderson-Rivas
C29368,14,1.4,Diesel,1997,98506,5164,"Carlson, Whitaker and Barrett"
C29369,12,1.2,Hybrid,2005,110809,6486,Collins and Sons
C29384,12,1.0,Hybrid,1989,213416,868,Ingram-Mitchell
C29387,6,1.4,Diesel,2013,87639,15354,Miller-Hoover
C29392,15,1.2,Petrol,2002,204837,1804,"Perez, Gordon and Thomas"
C29393,3,3.0,Petrol,2004,104338,11596,Smith LLC
C29396,7,4.0,Petrol,1994,253481,2344,Johnson and Sons
C29397,6,2.0,Diesel,2003,240553,2652,Gonzales-Morales
C29400,1,4.4,Petrol,1991,319693,1605,"Brooks, Thomas and Davis"
C29407,4,1.4,Petrol,2021,12892,27612,Brewer-Sosa
C29414,15,1.4,Petrol,1995,245415,847,Brown Group
C29416,5,1.6,Petrol,2018,37267,30555,Smith Ltd
C29418,14,1.4,Diesel,2009,82016,12923,"Carlson, Whitaker and Barrett"
C29420,13,1.6,Petrol,2013,78180,14153,Smith-Houston
C29422,15,1.6,Diesel,2018,27043,24095,Day LLC
C29429,6,1.8,Hybrid,2000,121979,6486,Brown Inc
C29432,15,1.0,Petrol,2002,106808,3689,Day LLC
C29435,11,2.2,Hybrid,1996,192723,3769,Allen-Jones
C29445,15,2.0,Petrol,2019,23733,27941,"Proctor, Villarreal and Hurley"
C29446,1,5.0,Petrol,2009,80485,44687,Brewer-Sosa
C29448,3,2.4,Petrol,2010,39025,23977,Villa and Sons
C29450,5,2.0,Petrol,2015,46383,26473,Johnson and Sons
C29452,12,1.4,Hybrid,1999,86514,5605,Hancock PLC
C29453,11,1.8,Hybrid,2015,44326,37238,"Wagner, Cobb and Jenkins"
C29454,3,2.4,Petrol,2005,158699,7227,Day LLC
C29457,10,1.0,Hybrid,1985,263058,549,Lucas PLC
C29459,6,1.6,Diesel,2006,125600,7762,Smith LLC
C29460,12,1.2,Hybrid,2012,66062,14193,Little-Mcconnell
C29462,4,1.0,Petrol,2010,85619,7143,Carr-Shaw
C29463,13,1.2,Petrol,2018,49265,20667,Cruz-Castro
C29464,1,5.0,Petrol,2009,66862,48999,Macdonald Inc
C29469,11,1.8,Petrol,1994,170273,3016,Miller-Hoover
C29470,6,2.0,Diesel,2000,48346,10010,Ingram-Mitchell
C29485,4,1.0,Petrol,2006,94077,5152,Aguilar LLC
C29488,12,1.2,Hybrid,1995,139807,2658,Allen-Jones
C29491,15,2.0,Petrol,1997,122604,3316,Brown Inc
C29495,3,2.0,Petrol,2008,59095,16914,Warner-Payne
C29497,15,1.4,Petrol,1995,77034,3386,"Proctor, Villarreal and Hurley"
C29498,4,1.4,Petrol,2008,46772,9556,Brewer-Sosa
C29499,1,5.0,Petrol,1988,259106,2486,Allen-Jones
C29501,4,1.4,Petrol,1987,300368,289,Collins and Sons
C29503,15,1.4,Petrol,1992,161279,1456,"Simmons, Fields and Wolf"
C29508,7,2.0,Petrol,1996,105925,6638,"Bailey, Grant and Carter"
C29510,12,1.2,Hybrid,1997,152082,2749,Johnson and Sons
C29513,1,4.4,Petrol,1999,211847,7475,Brewer-Sosa
C29515,4,1.2,Petrol,1997,196525,1355,"Wagner, Cobb and Jenkins"
C29518,5,1.0,Petrol,1997,29423,6235,Brown Inc
C29519,4,1.2,Petrol,2017,56615,15156,"Simmons, Fields and Wolf"
C29520,1,5.0,Petrol,2019,21426,125814,Nelson-Miller
C29529,15,1.0,Diesel,2011,81875,8446,Miller-Hoover
C29533,12,1.4,Petrol,1993,235452,916,"Walker, Baxter and Daniel"
C29538,10,1.8,Hybrid,2015,35728,33356,"Kramer, Alvarez and Davis"
C29540,5,1.0,Diesel,2017,38302,23582,Smith Ltd
C29541,15,1.6,Petrol,2005,113786,5409,Anderson-Rivas
C29544,1,4.4,Petrol,2020,16067,129911,Macdonald Inc
C29545,14,2.0,Diesel,2013,59449,23457,Day LLC
C29552,4,1.4,Petrol,2002,105998,4279,"Kramer, Alvarez and Davis"
C29558,13,1.6,Hybrid,1986,233442,789,Adams-Kelly
C29559,6,2.0,Diesel,1998,182756,3181,Nelson-Miller
C29561,10,1.0,Hybrid,2018,42891,29095,Wilson and Sons
C29562,6,1.6,Diesel,2011,58571,17478,"Perez, Gordon and Thomas"
C29569,11,2.2,Hybrid,1988,286006,942,Wilson and Sons
C29571,4,1.2,Petrol,2007,71616,7053,Ingram-Mitchell
C29573,9,3.5,Petrol,2000,104309,13739,Miller-Hoover
C29574,5,1.8,Petrol,2000,134292,4954,Sandoval Group
C29575,6,2.0,Diesel,2012,68508,19574,"Carlson, Whitaker and Barrett"
C29576,3,2.0,Petrol,1994,194606,2332,"Simmons, Fields and Wolf"
C29578,5,1.6,Diesel,2004,101430,8231,Anderson-Rivas
C29580,5,2.0,Petrol,2006,57958,13510,"Bailey, Grant and Carter"
C29581,10,1.4,Hybrid,2022,4711,55641,Wilson and Sons
C29583,11,2.4,Petrol,1993,181028,2972,Lucas PLC
C29587,13,1.4,Diesel,2014,63384,16408,Brown Group
C29590,12,1.4,Petrol,1997,234400,1207,Guzman-Logan
C29596,4,1.0,Petrol,2009,111868,5519,Brown Group
C29597,15,1.0,Diesel,2008,135327,4639,"Proctor, Villarreal and Hurley"
C29599,14,2.0,Diesel,1994,170502,2858,Collins and Sons
C29600,11,2.2,Hybrid,1999,126524,7975,Anderson-Rivas
C29601,2,2.0,Diesel,1990,212400,1682,"Hawkins, Stark and Campos"
C29602,4,1.0,Petrol,2019,32201,18344,"Wagner, Cobb and Jenkins"
C29609,4,1.0,Petrol,2017,15057,17668,Wilcox LLC
C29617,4,1.0,Petrol,2008,146619,3932,Perez Group
C29618,12,1.4,Petrol,1999,209381,1729,Turner-Walton
C29619,14,1.8,Diesel,2002,188637,3957,Collins and Sons
C29621,6,1.8,Diesel,1993,238406,1317,Warner-Payne
C29623,15,2.0,Petrol,2001,97503,5227,"Proctor, Villarreal and Hurley"
C29624,10,1.0,Hybrid,2013,73775,17100,Schroeder and Sons
C29625,9,4.0,Diesel,1991,85463,9695,Aguilar LLC
C29626,15,1.6,Diesel,2009,64083,10542,Lucas PLC
C29629,1,4.0,Petrol,2009,117559,30508,Allen-Jones
C29633,15,1.0,Petrol,2015,17861,15631,Smith LLC
C29637,10,1.8,Hybrid,2003,154625,6395,Cruz-Castro
C29638,3,2.2,Petrol,1986,186300,1542,Peterson-Ewing
C29639,13,1.6,Petrol,1989,119544,2114,Lucas PLC
C29641,6,1.6,Diesel,1992,158094,2350,Villa and Sons
C29642,3,2.4,Petrol,2001,157357,5597,Brown Inc
C29643,15,1.0,Petrol,1992,249354,565,Little-Mcconnell
C29645,4,1.2,Hybrid,2022,7734,33693,Peterson-Ewing
C29646,13,1.6,Petrol,2014,20842,21594,Mclean-Miller
C29651,3,2.2,Petrol,2015,35334,32746,Brewer-Sosa
C29654,8,2.2,Petrol,1998,105832,14043,"Walker, Baxter and Daniel"
C29659,13,2.0,Diesel,2006,83870,10017,Perez Group
C29661,9,2.6,Petrol,2011,106875,24190,Perez Group
C29664,15,1.0,Petrol,2007,114136,4873,"Kramer, Alvarez and Davis"
C29667,13,2.0,Petrol,2017,29442,28096,Gonzales-Morales
C29668,1,5.0,Petrol,2009,166232,23060,Collins and Sons
C29672,4,1.0,Petrol,1997,74300,3246,Adams-Kelly
C29679,14,1.8,Diesel,1989,270098,794,Nelson-Miller
C29680,5,1.6,Petrol,1993,183171,1952,Allen-Jones
C29682,14,1.6,Diesel,1997,222399,1982,Little-Mcconnell
C29687,13,1.2,Petrol,1994,239742,917,"Wagner, Cobb and Jenkins"
C29688,1,4.0,Petrol,1985,230212,2375,Johnson-Turner
C29689,4,1.0,Petrol,2005,41804,6815,Johnson and Sons
C29695,4,1.0,Petrol,2005,129180,3700,Allen-Jones
C29696,1,5.0,Petrol,2006,87730,34781,Smith LLC
C29702,14,1.6,Diesel,2009,59300,16085,Day LLC
C29703,12,1.2,Petrol,1997,113333,3111,Allen-Jones
C29707,13,2.0,Diesel,2001,71445,7815,"Perez, Gordon and Thomas"
C29708,6,1.8,Diesel,1992,220688,1447,Johnson-Turner
C29709,13,1.6,Petrol,1999,144489,3382,Perez Group
C29711,9,2.6,Diesel,2020,19425,81758,Adams-Kelly
C29713,5,1.4,Petrol,2007,59145,11991,Guzman-Logan
C29719,15,2.0,Petrol,2008,94773,8501,Brewer-Sosa
C29725,11,1.8,Hybrid,2004,9500,21788,Little-Mcconnell
C29728,5,1.6,Diesel,2020,16739,41184,"Bailey, Grant and Carter"
C29729,9,2.6,Petrol,1989,180414,3085,"Perez, Gordon and Thomas"
C29730,2,3.0,Petrol,2012,70716,26312,Anderson-Rivas
C29732,15,1.6,Petrol,2018,43889,20784,Aguilar LLC
C29734,12,1.0,Petrol,2017,31176,18700,Richard-George
C29736,11,2.2,Hybrid,1993,116696,5767,"Walker, Baxter and Daniel"
C29737,5,1.4,Hybrid,1992,247674,1151,"Walker, Baxter and Daniel"
C29742,15,1.6,Petrol,2018,53483,19585,"Simmons, Fields and Wolf"
C29745,9,2.6,Petrol,2004,221387,5845,Brown Inc
C29746,12,1.0,Hybrid,1992,68775,3354,Guzman-Logan
C29747,11,2.2,Petrol,1994,108958,5446,Cruz-Castro
C29748,5,1.8,Petrol,2005,148571,6164,Peterson-Ewing
C29749,10,1.8,Hybrid,1988,171300,2046,Sandoval Group
C29753,15,1.6,Diesel,2014,99295,11527,Brewer-Sosa
C29756,13,1.8,Petrol,2016,25618,25483,Little-Mcconnell
C29761,15,2.0,Petrol,2013,63776,14686,Smith Ltd
C29762,12,1.0,Petrol,1987,179689,851,Smith Ltd
C29763,10,1.4,Hybrid,2011,79668,17009,"Wagner, Cobb and Jenkins"
C29774,14,1.4,Diesel,2007,56856,13376,Day LLC
C29781,6,1.8,Diesel,2018,18442,37531,Turner-Walton
C29788,4,1.2,Petrol,2012,14569,13904,"Carlson, Whitaker and Barrett"
C29790,5,1.4,Petrol,2007,108428,8504,Nelson-Miller
C29798,13,1.4,Diesel,2008,80481,9804,Brown Group
C29801,8,3.0,Petrol,2019,15075,119353,Johnson and Sons
C29802,5,1.0,Petrol,1997,142470,2832,Brewer-Sosa
C29805,6,1.6,Diesel,2016,63200,23672,Mclean-Miller
C29821,14,1.4,Diesel,2000,121646,5302,Wilson and Sons
C29825,15,1.4,Petrol,2007,92970,6741,Hancock PLC
C29828,10,1.8,Hybrid,2005,118708,9726,Collins and Sons
C29833,5,1.6,Diesel,1994,189046,2083,Gonzales-Morales
C29834,2,2.4,Diesel,2000,170307,5180,Smith LLC
C29836,10,1.8,Hybrid,2001,119502,7404,Cruz-Castro
C29837,15,1.0,Petrol,2017,30919,16599,Collins and Sons
C29839,13,1.2,Diesel,1995,195391,1532,Johnson-Turner
C29843,6,1.6,Diesel,1990,238811,1013,Johnson-Wilkinson
C29847,2,3.0,Diesel,1987,336246,529,"Hawkins, Stark and Campos"
C29848,15,1.4,Petrol,1998,113796,3172,Perez Group
C29854,3,2.4,Petrol,2020,14195,53749,Cruz-Castro
C29861,9,3.0,Diesel,2011,21746,47585,Johnson-Wilkinson
C29862,12,1.2,Petrol,2002,163533,2907,Day LLC
C29863,4,1.0,Petrol,2000,168262,1928,Warner-Payne
C29872,2,2.0,Petrol,2002,213644,3527,Brewer-Sosa
C29875,10,1.0,Hybrid,1996,253848,1245,Peterson-Ewing
C29876,10,1.0,Hybrid,1992,215831,1349,Johnson-Turner
C29881,6,2.0,Diesel,2017,21828,36327,Anderson-Rivas
C29888,13,1.4,Diesel,1998,201966,1908,Brown Group
C29890,12,1.4,Hybrid,1990,218090,1053,Smith LLC
C29891,4,1.4,Petrol,2015,79433,12314,Lucas PLC
C29894,15,1.4,Petrol,1993,207223,1047,"Bailey, Grant and Carter"
C29896,10,1.0,Hybrid,2013,26786,22911,Perez Group
C29898,6,1.6,Diesel,2002,102083,7104,Wilson and Sons
C29901,10,1.0,Hybrid,1992,259434,906,Lucas PLC
C29902,11,2.4,Hybrid,2019,17585,65500,Mclean-Miller
C29904,13,1.4,Petrol,1993,141414,2174,Vasquez-Murphy
C29906,15,1.0,Petrol,1986,313490,206,Schroeder and Sons
C29909,3,2.4,Petrol,2021,6219,59914,Johnson-Turner
C29910,12,1.4,Hybrid,1995,142719,2804,Brown Inc
C29913,3,2.4,Petrol,1994,120911,4698,Carr-Shaw
C29914,4,1.0,Petrol,2012,44098,10718,Adams-Kelly
C29916,4,1.4,Petrol,2001,85350,4647,Collins and Sons
C29918,4,1.2,Petrol,2007,114887,5172,Lucas PLC
C29920,15,1.6,Petrol,1989,269758,484,"Kramer, Alvarez and Davis"
C29924,12,1.0,Hybrid,1995,171926,1861,Little-Mcconnell
C29926,10,1.4,Hybrid,2003,62913,11165,Smith-Houston
C29930,5,2.0,Diesel,1995,204797,2168,Smith Ltd
C29931,2,3.0,Petrol,2005,93608,14074,"Kramer, Alvarez and Davis"
C29936,8,2.6,Petrol,1997,213754,5848,Smith LLC
C29939,10,1.4,Hybrid,1994,126841,3868,Anderson-Rivas
C29940,13,1.6,Diesel,2019,21885,31462,Miller-Hoover
C29948,3,2.4,Petrol,2008,66600,17643,Little-Mcconnell
C29949,12,1.2,Hybrid,1988,147328,1568,Brown Inc
C29950,13,1.2,Diesel,2003,55491,7677,Carr-Shaw
C29951,5,1.0,Hybrid,1985,159087,1332,Guzman-Logan
C29952,10,1.8,Hybrid,2006,116039,10611,Day LLC
C29953,5,1.0,Petrol,1990,182401,1272,Smith Ltd
C29958,10,1.8,Hybrid,2003,79482,11329,Hancock PLC
C29960,11,2.0,Hybrid,2020,23058,62018,Smith Ltd
C29966,13,1.4,Petrol,2001,17278,8658,"Walker, Baxter and Daniel"
C29967,4,1.4,Petrol,2018,19413,21824,"Simmons, Fields and Wolf"
C29971,8,3.0,Petrol,2009,56347,48073,Lucas PLC
C29972,14,1.4,Diesel,1984,384081,167,Collins and Sons
C29977,12,1.2,Hybrid,2004,183786,3356,Johnson and Sons
C29978,6,1.8,Petrol,1999,82990,6736,Miller-Hoover
C29981,2,2.4,Petrol,1992,112000,4621,Miller-Hoover
C29983,5,1.0,Petrol,2008,117868,7154,Brown Inc
C29984,1,4.0,Petrol,2002,81033,24969,Richard-George
C29986,4,1.0,Petrol,1996,183149,1300,Aguilar LLC
C29988,14,2.0,Diesel,2017,46987,33126,Aguilar LLC
C29996,6,1.8,Diesel,2000,159337,4205,Nelson-Miller
C30001,3,2.0,Petrol,1998,207616,2715,Lucas PLC
C30002,5,1.8,Petrol,2002,128295,5935,Anderson-Rivas
C30013,10,1.0,Hybrid,1986,272299,538,Aguilar LLC
C30019,5,1.6,Diesel,1999,193741,2790,Smith LLC
C30027,15,1.2,Petrol,2005,90377,5564,"Perez, Gordon and Thomas"
C30033,5,2.0,Diesel,2017,42994,32425,Warner-Payne
C30037,4,1.2,Petrol,2006,111418,4967,"Proctor, Villarreal and Hurley"
C30039,5,2.0,Petrol,1988,206005,1281,Ingram-Mitchell
C30041,5,1.4,Diesel,2008,82016,11548,Miller-Hoover
C30046,6,1.6,Diesel,2000,104926,6088,Johnson-Turner
C30048,3,2.2,Petrol,2001,179835,4433,Schroeder and Sons
C30052,10,1.8,Hybrid,2003,140820,7155,Johnson-Wilkinson
C30053,14,1.4,Diesel,2002,183683,3642,Perez Group
C30054,11,2.4,Hybrid,1992,96238,6560,Richard-George
C30060,12,1.0,Petrol,2012,83482,9593,Allen-Jones
C30062,4,1.2,Petrol,2010,100622,7026,"Black, Black and Bishop"
C30071,13,1.2,Diesel,2008,89612,8514,Nelson-Miller
C30072,12,1.2,Petrol,2008,109528,6665,Lucas PLC
C30073,5,1.6,Diesel,2010,44308,18042,Miller-Hoover
C30075,6,1.8,Diesel,2011,78444,16244,Villa and Sons
C30082,11,1.8,Hybrid,1993,187256,2927,Smith-Houston
C30083,5,1.6,Petrol,1989,156509,1873,"Carlson, Whitaker and Barrett"
C30089,8,2.6,Petrol,2000,154101,11943,Sandoval Group
C30090,11,2.4,Petrol,2013,59095,28588,"Black, Black and Bishop"
C30093,4,1.2,Petrol,2007,73777,6951,Johnson and Sons
C30095,2,3.0,Diesel,2009,67404,23124,"Hawkins, Stark and Campos"
C30096,10,1.8,Hybrid,2018,44805,38584,Wilcox LLC
C30098,14,2.0,Diesel,2005,92902,10956,"Simmons, Fields and Wolf"
C30101,11,2.2,Hybrid,1997,231856,2841,Allen-Jones
C30104,11,2.4,Hybrid,2022,7641,84344,Brewer-Sosa
C30108,15,2.0,Petrol,2014,34108,18867,Carr-Shaw
C30111,3,2.2,Petrol,2009,81312,16345,Vasquez-Murphy
C30114,13,1.4,Petrol,1988,110448,1982,Brewer-Sosa
C30115,3,2.2,Petrol,1987,97625,3358,Lucas PLC
C30123,15,2.0,Petrol,1995,217881,1300,"Wagner, Cobb and Jenkins"
C30125,11,2.2,Hybrid,1988,218946,1752,Warner-Payne
C30126,13,1.4,Hybrid,2006,49627,12009,Turner-Walton
C30128,11,2.4,Hybrid,1992,218483,2400,Lucas PLC
C30129,12,1.0,Petrol,2018,8192,22677,Johnson and Sons
C30136,14,1.6,Diesel,2004,126392,7133,"Bailey, Grant and Carter"
C30137,10,1.4,Hybrid,2006,78185,12312,"Hawkins, Stark and Campos"
C30142,6,2.0,Diesel,1992,209131,1692,"Black, Black and Bishop"
C30143,10,1.8,Hybrid,2017,50015,34955,Adams-Kelly
C30145,15,1.6,Petrol,2007,76014,8114,"Walker, Baxter and Daniel"
C30146,9,3.0,Petrol,2019,14541,80346,Wilson and Sons
C30147,6,2.0,Diesel,1993,136760,3341,Richard-George
C30150,11,1.8,Hybrid,2004,44730,17841,Perez Group
C30157,12,1.0,Hybrid,1988,192663,976,Brown Group
C30167,5,1.8,Petrol,2012,78808,16647,Schroeder and Sons
C30168,12,1.0,Hybrid,2020,18591,29416,Lucas PLC
C30169,13,2.0,Petrol,2015,20336,25880,"Brooks, Thomas and Davis"
C30170,4,1.4,Petrol,2005,99433,5485,Hancock PLC
C30173,12,1.4,Hybrid,2009,17746,16794,Allen-Jones
C30179,14,1.8,Diesel,2019,12089,43860,Schroeder and Sons
C30183,6,1.8,Diesel,2013,78467,18558,"Black, Black and Bishop"
C30186,5,2.0,Petrol,1995,153651,3200,Wilson and Sons
C30188,6,2.0,Petrol,2018,17057,37963,Johnson-Turner
C30189,13,1.8,Diesel,2013,28330,21573,Day LLC
C30191,12,1.4,Petrol,1992,263439,662,Vasquez-Murphy
C30193,4,1.0,Petrol,2017,40144,15320,Brown Inc
C30196,4,1.2,Petrol,2019,40099,19181,"Davis, Guerrero and Vasquez"
C30198,10,1.0,Hybrid,1999,181082,2921,Guzman-Logan
C30203,12,1.0,Petrol,2014,20330,16276,Day LLC
C30206,12,1.4,Hybrid,2008,96348,9521,Lucas PLC
C30208,5,1.8,Diesel,1996,194671,2404,Schroeder and Sons
C30211,5,1.4,Petrol,1999,209016,2172,Villa and Sons
C30220,14,1.8,Diesel,2016,35032,31590,Johnson-Turner
C30224,5,1.6,Petrol,1994,229874,1379,Adams-Kelly
C30225,10,1.4,Hybrid,1992,25657,6727,Miller-Hoover
C30229,14,1.4,Diesel,2018,45260,29941,Johnson-Wilkinson
C30230,6,1.6,Petrol,1998,45961,7573,Guzman-Logan
C30231,14,1.4,Diesel,2011,63944,16681,"Davis, Guerrero and Vasquez"
C30234,4,1.4,Hybrid,2012,83697,11746,Little-Mcconnell
C30235,12,1.2,Petrol,1992,217077,937,"Davis, Guerrero and Vasquez"
C30236,11,2.4,Hybrid,1993,171497,3869,Little-Mcconnell
C30239,15,1.0,Petrol,2007,43873,7893,Anderson-Rivas
C30240,11,1.8,Hybrid,1991,146753,3602,"Wagner, Cobb and Jenkins"
C30243,6,1.6,Diesel,2011,83905,14746,Wilson and Sons
C30246,10,1.0,Hybrid,1988,162581,1641,Allen-Jones
C30249,6,1.8,Diesel,1994,145664,3154,Warner-Payne
C30251,10,1.8,Hybrid,2014,79344,23609,Lucas PLC
C30257,4,1.2,Diesel,1999,181317,1856,Perez Group
C30259,6,1.8,Diesel,2002,138107,5713,Hancock PLC
C30260,12,1.2,Petrol,1997,128424,2769,"Perez, Gordon and Thomas"
C30264,9,3.5,Diesel,2016,54760,58952,Wilcox LLC
C30266,5,1.0,Petrol,2006,61320,9348,Little-Mcconnell
C30270,12,1.4,Hybrid,1996,132581,3250,Brewer-Sosa
C30272,12,1.0,Hybrid,2001,137043,3700,"Brooks, Thomas and Davis"
C30273,3,2.2,Petrol,1995,267466,1349,Brown Inc
C30275,11,2.0,Hybrid,2017,20451,51515,Smith Ltd
C30276,14,1.4,Diesel,1990,229011,1095,Guzman-Logan
C30282,15,1.0,Petrol,2019,19583,20216,"Simmons, Fields and Wolf"
